business_id,full_address,open,city,name,latitude,longitude,state,stars,hastv,outdoorseating,attire,alcohol,waiterservice,acceptscreditcards,goodforkids,goodforgroups,pricerange
UxvOXcoCRFRAVhRB0D9imw,"5053 N 44th St
Phoenix, AZ 85018",f,Phoenix,Taylor's Cafe,33.5106537,-111.9866156,AZ,3.5,f,t,casual,none,t,t,t,t,2
sMD2HPNh7m0hgCxHDzGTzQ,"3224 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Golden Coin,33.4808649,-112.0116306,AZ,2.5,f,f,casual,none,f,f,t,f,1
TBTaMIaeDw5B79hXDZBtrA,"4102 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,El Pollo Loco,33.4806911,-111.9926934,AZ,3.0,f,t,casual,none,f,t,t,t,1
MPziC5MO2QQiYVAMM3fdSw,"4231 E Indian School Rd
Phoenix, AZ 85018",f,Phoenix,La Fontanella Restaurant,33.4946209,-111.98983,AZ,4.0,f,f,dressy,full_bar,t,t,f,f,2
iNvY0zAlaD_ye7Z6rHu-Ug,"3749 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Chicago Hamburger Co,33.4947745,-112.0000425,AZ,4.0,t,t,casual,none,f,t,t,t,1
wct7rZKyZqZftzmAU-vhWQ,"3738 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Thai Lahna Restaurant,33.4957653,-112.0005158,AZ,3.5,f,f,casual,beer_and_wine,t,t,t,t,2
y9hLY6sdKhxz1puWrp5f2Q,"3702 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,KFC,33.4805,-112.001,AZ,1.0,f,f,casual,,f,t,t,t,2
uevPN8zwJpBpnxRur1jUhw,"3734 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Don Jose Mexican Food,33.4807458,-112.0006929,AZ,4.0,t,f,casual,beer_and_wine,t,f,t,t,1
lwgBIboXZ4j9uuZthAvTEw,"4041 E Thomas Rd
Ste 120
Phoenix, AZ 85018",f,Phoenix,Subs by Jim,33.4797564,-111.9941067,AZ,3.5,,t,casual,none,f,t,t,t,1
RIeWXLMHZQlYprYt1x2f1w,"3738 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Ole Brass Rail,33.4807558,-112.0001367,AZ,3.5,t,t,casual,full_bar,t,t,f,t,1
9Vu9KhK2-kBSM-FXvxXGNg,"4340 E Indian School Rd
Bldg A, Ste 23
Phoenix, AZ 85018",t,Phoenix,Pei Wei,33.4954826,-111.9883722,AZ,3.5,f,f,casual,beer_and_wine,f,t,t,t,2
jHte0SjUldZeDDZ5py0ZhA,"3602 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Pizza Hut,33.4807194,-112.0038486,AZ,1.5,f,f,casual,none,f,t,t,t,1
O02yhnk20alGOBw0HcmHGw,"4325 E Thomas Rd
Phoenix, AZ 85018",f,Phoenix,Burger King,33.4799388,-111.9883724,AZ,3.0,,f,,,f,,,,
H8QFth3DVsYbkJ2M7bTvmg,"5534 E Thomas Rd
Phoenix, AZ 85018",f,Phoenix,Sushi Mishima Restaurant,33.4800519,-111.9618902,AZ,3.0,,,,,t,,,,
i8X14GDzaYD_TOGeWjmv-A,"3826 E Thomas Rd
Phoenix, AZ 85018",t,Phoenix,Arby's,33.4807498,-111.9984076,AZ,4.5,,t,casual,,f,t,t,t,3
BicQSnGZnY_yuGEDkhVfnA,"4017 E Indian School Rd
Phoenix, AZ 85018",t,Phoenix,Little Shanghai,33.494646,-111.9947,AZ,3.5,f,f,casual,full_bar,t,t,t,t,2
QplY4p8HHJY0ncbgcpb8WQ,"2910 N 32nd St
Ste 160
Phoenix, AZ 85018",t,Phoenix,Kyoto Bowl,33.4811285,-112.0132769,AZ,2.0,f,t,casual,none,,t,t,t,1
ZN9aiuiCPAXWHmV_hB3KXw,"8501 N 7th St
Phoenix, AZ 85020",t,Phoenix,Domino's Pizza,33.5607833,-112.0648653,AZ,3.0,f,f,casual,none,,t,t,t,2
hqVbmZNLTdR2y7G7oJu9vg,"7575 N 16th St
Ste 5
Phoenix, AZ 85020",t,Phoenix,Tutti Santi,33.546583,-112.0469306,AZ,4.5,t,t,casual,full_bar,t,t,t,t,2
ytcm2DXuJWKPTqCtr6uJ4A,"8714 N 7th St
Phoenix, AZ 85020",t,Phoenix,Rainbow Donuts,33.563433,-112.065592,AZ,4.0,t,f,casual,none,f,t,t,t,1
PeswraYFyhr33CmAK5oW5A,"742 E Glendale Ave
Phoenix, AZ 85020",t,Phoenix,Subway,33.5389948,-112.0640088,AZ,3.0,f,f,casual,none,f,t,t,t,1
C4_VnxikagdjSbNQiblzYw,"7720 N 16th St
Phoenix, AZ 85020",t,Phoenix,Veranda Bistro,33.5501171,-112.048864,AZ,3.5,t,t,casual,none,f,t,t,t,1
wLZ--5d4lXImxrG7VhdTyA,"7000 N 16th St
Ste 100
Phoenix, AZ 85020",t,Phoenix,Panda Express,33.5390516,-112.0479698,AZ,3.0,f,f,casual,none,f,t,t,t,1
GvwDppcJLm9lso9iS2hSIw,"1135 E Glendale Ave
Phoenix, AZ 85020",t,Phoenix,Pat's Pizza Plus,33.5382443,-112.057106,AZ,4.0,f,f,casual,none,f,t,t,t,1
3rJE7qliy8_ylKhY5FdlIw,"7575 N 16th St
Ste 27
Phoenix, AZ 85020",f,Phoenix,Blue Saguaro Cafe,33.546583,-112.0469306,AZ,3.5,f,t,,,,t,,,1
dUJMmr6TFrHmiokijXiyUg,"717 E Glendale Ave
Phoenix, AZ 85020",f,Phoenix,Whataburger Restaurants,33.5380194,-112.0640735,AZ,4.0,,,,,,,,,1
ieYiA4L5gk7S3kZYK0l_dg,"1133 E Northern Ave
Phoenix, AZ 85020",t,Phoenix,Carlos O'Brien's,33.5525925,-112.0571654,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
YldXB1hRpnE1CWLF3mvgpQ,"1219 E Glendale Ave
Ste 14
Phoenix, AZ 85020",f,Phoenix,Spinato's Pizza,33.5378713137466,-112.055160999298,AZ,4.0,f,t,casual,full_bar,t,t,t,t,2
G9LwkTSdKOyOGqd5BbuIkA,"7330 N Dreamy Draw Dr
Phoenix, AZ 85020",t,Phoenix,Aunt Chilada's,33.545329,-112.043169,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
gOgEPdwS-oJV0XPlXErNRg,"529 E Dunlap Ave
Phoenix, AZ 85020",f,Phoenix,Filibertos Mexican Food,33.567482,-112.066228,AZ,4.5,f,f,casual,none,f,t,t,t,1
Y_dzA9OHRKa0X1cqcRmsaw,"1601 E Glendale Ave
Phoenix, AZ 85020",t,Phoenix,McDonald's,33.538023,-112.0471613,AZ,3.5,f,f,casual,none,f,t,t,t,1
4eFIVmbeCvJGCrhzmd-VYA,"17 E Dunlap Ave
Ste 2
Phoenix, AZ 85020",t,Phoenix,Grinders Coffee Company,33.5673925,-112.0730617,AZ,4.0,f,t,casual,none,f,t,t,t,1
PxqufEwqzIHAbQGRdZ3bUw,"742 E Glendale Ave
Ste 110
Phoenix, AZ 85020",t,Phoenix,Pei Wei,33.5389948,-112.0640088,AZ,3.0,f,f,casual,beer_and_wine,f,t,t,t,1
rwT9wCyXNATA36yqcb4JSg,"10618 N Cave Creek Rd
Phoenix, AZ 85020",t,Phoenix,Big Daddy's Sports Lounge,33.583061,-112.051734,AZ,4.0,t,t,casual,full_bar,t,t,t,t,2
EUXT1vSFWaiD_BFmFK8rBg,"10604 N Cave Creek Road
Phoenix, AZ 85020",t,Phoenix,Bobby D's Restaurant & Lounge,33.5826741,-112.0518284,AZ,4.0,t,f,casual,full_bar,t,t,f,t,1
Y3a3RkR97J_ReiKgiMXeJg,"11111 N 7th St
Phoenix, AZ 85020",t,Phoenix,Pointe In Tyme,33.5948949,-112.0642074,AZ,3.0,t,t,casual,full_bar,t,t,t,t,2
3Zsjlum5kl5N5KV712aTMQ,"11111 N 7th St
Phoenix, AZ 85020",t,Phoenix,Different Pointe of View,33.59547,-112.064668,AZ,4.0,f,t,dressy,full_bar,t,t,f,t,3
PxUQyOAdK8c3P_WnrXuCUg,"8901 N 12th Street
Phoenix, AZ 85020",t,Phoenix,El Rinconcito Mexican Food,33.5659709,-112.0566517,AZ,4.0,t,t,casual,none,t,t,t,t,1
-SS0C3OoPhVVBFCFfDWB2A,"9802 N 7th Street
Phoenix, AZ 85020",f,Phoenix,Tacos Jalisco,33.5752609,-112.0655777,AZ,3.5,,,casual,,f,t,t,t,1
flUKBy7WHqYdfOrwU1A2SA,"8338 N 7th St
Phoenix, AZ 85020",t,Phoenix,El Bravo,33.559959,-112.065736,AZ,4.0,f,f,casual,beer_and_wine,t,t,t,t,1
hIe65VALe8rxseYECVj08w,"7810 N 12th St
Phoenix, AZ 85020",t,Phoenix,Streets of New York,33.5501972,-112.0565593,AZ,3.0,t,t,casual,beer_and_wine,t,t,t,t,2
unPzS1QJJctlZyLGFSk_HA,"536 E Dunlap Ave
Phoenix, AZ 85020",t,Phoenix,Tony's Italian Delicatessen,33.5681919,-112.065773,AZ,4.0,f,t,casual,beer_and_wine,f,t,t,f,1
F-ykHfGY9lWr12OJ_Ofy7A,"7575 N 16th St
Phoenix, AZ 85020",t,Phoenix,Gallagher's Sports Grill,33.546583,-112.0469306,AZ,3.0,t,t,casual,full_bar,t,t,f,t,2
F3SEkW6v2LJ5y6Ldo5pPaw,"1212 E Northern Ave
Phoenix, AZ 85020",t,Phoenix,Super Dragon,33.5530686,-112.0560674,AZ,4.0,f,f,casual,beer_and_wine,t,t,t,t,2
0nyaKW_6QHSJ74OVnDmyhA,"8801 N 7th St
Phoenix, AZ 85020",f,Phoenix,China Super Buffet,33.5645681,-112.0646444,AZ,3.0,,f,casual,,t,t,t,t,1
kxDGexkbP30fBvxVI0CzFQ,"1331 E Northern Ave
Phoenix, AZ 85020",t,Phoenix,Stumpys Pizza,33.5528379672612,-112.053525918855,AZ,4.0,t,t,casual,none,f,t,t,t,1
faitVIiNezSN0ogZQSZPWQ,"Squaw Peak
7677 N 16th St
Phoenix, AZ 85020",f,Phoenix,Lantana Grille,33.5478106,-112.0467571,AZ,3.0,,,casual,full_bar,t,t,t,t,2
PkBqPU83bf1zArumGVHqcw,"7575 N 16th St
Phoenix, AZ 85020",t,Phoenix,Bamboo China Restaurant,33.546583,-112.0469306,AZ,3.0,f,f,casual,none,t,t,t,t,1
aozcOaCMwOHG8s-lbZ6_gA,"350 E Bell Rd
Ste 3
Phoenix, AZ 85022",t,Phoenix,Flamingo Palace,33.6418073,-112.0694743,AZ,3.5,f,f,casual,full_bar,t,t,t,t,2
cTyBfWfmgL3vgRetyfmtyA,"1606 E Bell Rd
Ste 101
Phoenix, AZ 85022",f,Phoenix,Sport Peppers Grill,33.6420433,-112.0472689,AZ,2.5,,t,casual,full_bar,,t,f,t,
jw-etWMob2A07geTAVkgEw,"13439 N Cave Creek Rd
Phoenix, AZ 85022",f,Phoenix,Edelweiss German Deli,33.6094844,-112.0357074,AZ,4.0,f,f,casual,none,f,t,t,t,1
adEJYiysRmK8eDqnHP9N6A,"2343 E Bell Rd
Phoenix, AZ 85022",t,Phoenix,Carl's Jr 7091,33.6400298,-112.031334,AZ,3.0,f,f,casual,none,t,t,t,t,1
Y9V4EebKsaBmvKPlxXVheA,"12202 N Cave Creek Rd
Phoenix, AZ 85022",t,Phoenix,Subway,33.5972419,-112.0381122,AZ,1.5,f,f,casual,none,f,t,t,t,1
nW_1gn19lMnS9IF1KlZ-aA,"777 E Thunderbird Rd
Phoenix, AZ 85022",f,Phoenix,Pick Up Stix,33.6075454,-112.0634243,AZ,2.5,,f,casual,none,f,t,,f,1
beSNHSvR9kjE_5vXJ_tlfw,"734 E Greenway Pkwy
Phoenix, AZ 85022",t,Phoenix,Sonic Drive-In,33.6381204,-112.0638685,AZ,2.5,f,f,casual,none,f,t,t,t,1
_IE5XDjxeM47NSzhg7sItg,"245 E Bell Rd
Phoenix, AZ 85022",f,Phoenix,Pink Pepper Thai Cuisine,33.6395383,-112.0717546,AZ,3.5,,f,casual,full_bar,t,t,t,t,2
En2GuQV7FoOGHhXX5SMEBg,"602 E Greenway Pkwy
Phoenix, AZ 85022",t,Phoenix,Wendy's,33.6376961,-112.0653886,AZ,2.5,t,f,casual,none,f,t,t,t,1
V3lQtk1LgwAEcF9j-BzchA,"350 E Bell Rd
Phoenix, AZ 85022",t,Phoenix,Famous Ray's Pizza,33.6418073,-112.0694743,AZ,4.5,t,t,casual,beer_and_wine,f,t,t,t,1
vA9aCw2kTgN8p2SLdm2mDA,"1609 E Bell Rd.
Phoenix, AZ 85022",f,Phoenix,Taste of India,33.6398283,-112.0472243,AZ,2.0,t,f,casual,full_bar,t,t,t,t,2
rGHktXbee4CErLsMrPqbrA,"16838 N 7th St
Phoenix, AZ 85022",t,Phoenix,Streets of New York,33.6387302,-112.0662042,AZ,3.5,t,t,casual,beer_and_wine,t,t,t,t,1
kF8JDYpLnbf8AZS9gpHXJg,"610 E Bell Rd
Phoenix, AZ 85022",t,Phoenix,Joey's California Bistro,33.6417133,-112.0670384,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
zTfBa__ldlTdbVgSl5h31Q,"502 E Thunderbird Rd
Phoenix, AZ 85022",t,Phoenix,Bamboo House,33.6080382,-112.0662445,AZ,3.0,t,f,casual,full_bar,t,t,t,t,2
3msnZ6oe0sslHsE1js1QUA,"430 E Bell Rd
Phoenix, AZ 85022",f,Phoenix,Baja Fresh Mexican Grill,33.6410022872606,-112.068088329063,AZ,3.0,f,t,casual,none,f,t,t,t,1
JqAI4UA2xXPYxvlhzG-i9A,"741 E Bell Road
Phoenix, AZ 85022",t,Phoenix,Eribertos Mexican Food,33.6402031,-112.0647491,AZ,3.0,f,t,casual,none,f,t,t,t,1
2J1DtN7FjGICQcgRei3jKA,"245 E Bell Rd
Ste 55
Phoenix, AZ 85022",t,Phoenix,Peter Piper Pizza,33.6395383,-112.0717546,AZ,3.5,t,f,casual,beer_and_wine,f,t,t,t,1
_BU867oRCLZnDIRmg7S6Wg,"513 E Bell Rd
Phoenix, AZ 85022",t,Phoenix,Chili's Grill & Bar,33.6401859,-112.0685999,AZ,3.0,t,t,casual,full_bar,t,t,t,t,2
kvxrjOmicwb2njvXOJsZRw,"13470 N 7th St
Phoenix, AZ 85022",t,Phoenix,Ammaccapane's Restaurant & Sports Bar,33.6094380925246,-112.06668779254,AZ,4.0,t,f,casual,full_bar,t,t,f,t,2
zwJX3eetOhpi-gv4-E4rcQ,"18440 N 7th St.
#13
Phoenix, AZ 85022",t,Phoenix,Pizza Hut,33.6543385,-112.0667308,AZ,2.5,,,casual,,,t,t,f,2
pTBS-RD0_DZwu-Scp0bWwQ,"236 E Bell Rd
Phoenix, AZ 85022",t,Phoenix,Boston Market,33.6407525,-112.0703411,AZ,3.0,f,f,casual,none,f,t,t,t,1
pNJhovUsGAZ4XqG3lCU-5g,"16842 N 7th St
Phoenix, AZ 85022",t,Phoenix,Einstein Bros Bagels,33.6390854,-112.0661413,AZ,3.5,f,t,casual,none,f,t,t,t,1
fhmKIPGVx9_O4P9zEgCHjQ,"719 E Thunderbird Rd
Phoenix, AZ 85022",t,Phoenix,McDonald's,33.6070702,-112.0643825,AZ,1.5,t,f,casual,none,f,t,t,t,1
jq_YnMQjcArdBWuwRospFg,"13226 N 7th St
Phoenix, AZ 85022",t,Phoenix,Salute Ristorante Italiano,33.606332,-112.066095,AZ,4.0,t,t,casual,full_bar,t,t,t,t,2
4XJ8gO6cbS6PuZ9dzPsrBg,"12223 N Cave Creek Rd
Phoenix, AZ 85022",t,Phoenix,Taco Bell,33.596967,-112.037524,AZ,3.5,f,f,casual,none,f,t,t,f,
pF7uRzygyZsltbmVpjIyvw,"1614 E Bell Rd
Phoenix, AZ 85022",t,Phoenix,Spinato's Pizzeria,33.6413465,-112.0472623,AZ,4.5,t,t,casual,full_bar,t,t,t,t,2
DEEAiq6dqVU8bvtC7VXztA,"2343 E Bell Rd
Phoenix, AZ 85022",t,Phoenix,Carl's Jr,33.6400298,-112.031334,AZ,1.5,t,t,casual,none,f,t,t,t,1
dMOdFKdeI7GuZUIq0jwAQg,"12831 N Cave Creek Rd
Phoenix, AZ 85022",t,Phoenix,Rolberto's Taco Shop,33.603506,-112.036383,AZ,4.5,f,f,casual,none,f,t,t,t,1
DXBPI8rR9f_IthOGPDWoIQ,"12801 N Cave Creek Rd
Phoenix, AZ 85022",t,Phoenix,Manuel's Mexican Restaurant,33.6027072,-112.0364983,AZ,4.0,t,f,casual,full_bar,t,t,t,t,2
nefBMCGgMPvOnASoyO_X1A,"1601 E Bell Rd
Ste A11
Phoenix, AZ 85022",t,Phoenix,Krua Thai Cuisine,33.6402988,-112.0481559,AZ,4.0,f,f,casual,none,t,t,t,t,1
Pv1H9KIGZTDgSaCDuTUjdQ,"12835 N Cave Creek Rd
Phoenix, AZ 85022",t,Phoenix,New North China,33.6035405,-112.0367688,AZ,3.5,f,f,casual,none,f,t,t,t,1
VTFx4ADDP6nPnlcMHB1-Ow,"903 E Bell Rd
Ste 101
Phoenix, AZ 85022",t,Phoenix,Panda Express,33.6399189,-112.0609246,AZ,3.5,f,f,casual,none,,t,t,t,1
EUfVkqNFv5Ay0W7nbaivJA,"12641 N Cave Creek Rd
Phoenix, AZ 85022",t,Phoenix,Dairy Queen,33.6022434,-112.036468,AZ,2.0,f,f,casual,,,t,t,t,1
gCQuajbLB3hQQbipYpEtYQ,"12235 N Cave Creek Rd
Phoenix, AZ 85022",f,Phoenix,Chuy's Mesquite Broiler,33.5980736,-112.0370968,AZ,3.5,t,t,casual,full_bar,f,t,t,t,1
KVOsmfgWSbtTTKxNkXB1Bw,"502 E Thunderbird Rd
Phoenix, AZ 85022",f,Phoenix,Pinky's Cafe,33.6080382,-112.0662445,AZ,3.5,,f,casual,none,t,t,t,t,1
ZN-RG7wkT8MLsmaTPzIW5g,"401 E Bell Rd
Ste 16
Phoenix, AZ 85022",f,Phoenix,Sabroso Fresh Mexican Grill,33.6383974,-112.0681419,AZ,3.0,t,t,casual,full_bar,f,t,t,t,1
aVBebzA7D9DpQ-JbiCxQNg,"735 E Bell Rd
Phoenix, AZ 85022",f,Phoenix,Lovejoys Kansas City Bar-B-Q,33.639197,-112.064368,AZ,2.5,t,t,casual,beer_and_wine,t,t,t,t,1
oMtqDDzpMcFrQwHfeYc1iA,"814 E Union Hills Dr
Ste C-14
Phoenix, AZ 85024",t,Phoenix,Dragon Bowl,33.6561233,-112.0629591,AZ,4.0,f,f,casual,none,t,t,t,t,1
fyy4WNuchHJBa2zH6L8QQw,"751 E Union Hills Dr
Ste A-1
Phoenix, AZ 85024",t,Phoenix,Domino's Pizza,33.6536099,-112.0637743,AZ,2.5,f,f,casual,none,f,t,t,t,1
vB3vEjcw9dfHmgP8ac5ZMQ,"761 E Union Hls Dr
Phoenix, AZ 85024",t,Phoenix,Dairy Queen,33.6548148,-112.0636547,AZ,3.0,f,t,casual,none,f,t,t,t,1
FucrEEO2laIlAnIZ_n6cTA,"19401 N Cave Creek Rd
Ste 1
Phoenix, AZ 85024",t,Phoenix,Subway,33.662685,-112.0302932,AZ,2.0,f,f,casual,none,,t,t,f,2
FzKvQFDbB2bimdftxMO55Q,"21043 N Cave Creek Rd
Ste A2
Phoenix, AZ 85024",t,Phoenix,Quiznos,33.6790374,-112.0300807,AZ,4.0,f,t,casual,none,f,t,t,t,1
PkBkqQpAoeX3Ogo5HBthQg,"751 E Union Hls Dr
Phoenix, AZ 85024",t,Phoenix,Gallagher's,33.6536099,-112.0637743,AZ,3.5,t,t,casual,full_bar,t,t,f,t,2
Yb2pNCxYR32XKmpirqJqeQ,"710 E Union Hills Dr
Suite 16-A
Phoenix, AZ 85024",t,Phoenix,Mi Pueblo Mexican Food,33.6560729,-112.0641072,AZ,4.0,f,f,casual,none,f,t,t,f,1
4ocBzpAkIrqXvz1Q6Hysjg,"822 E Union Hls Dr
Ste 18D
Phoenix, AZ 85024",t,Phoenix,Little Caesars Pizza,33.655793,-112.0621721,AZ,3.5,,f,casual,,,t,t,f,1
G24-f72eXmV4xxjoVYY1Lg,"710 E Union Hls Dr
Ste 18A
Phoenix, AZ 85024",f,Phoenix,Cousins Subs,33.6560729,-112.0641072,AZ,2.5,,f,casual,none,f,t,t,f,1
l8v1GHaB4CsryK6MioZ21A,"4751 E Shea Blvd
Phoenix, AZ 85028",t,Phoenix,Taco Bell,33.582569,-111.979243,AZ,3.0,f,f,casual,none,f,t,t,t,1
bexPpkHMthuCaeC0g0Lrfg,"10637 N Tatum Blvd
Phoenix, AZ 85028",t,Phoenix,Panda Express,33.5842663,-111.9767865,AZ,3.0,f,t,casual,none,f,t,t,t,1
53Lq8bak88EtuZyKMmDPmQ,"10645 North Tatum Blvd
Ste 400
Phoenix, AZ 85028",t,Phoenix,Blimpie,33.5837571,-111.9742985,AZ,4.0,f,f,casual,none,f,t,t,t,1
WQJwpYwEFT_QTR-lFIh5mA,"10240 N 32nd St
Phoenix, AZ 85028",t,Phoenix,Yasha From Russia,33.5804371,-112.0133809,AZ,3.5,f,f,casual,beer_and_wine,f,t,t,t,2
-nHYKkSJuQ7zzFZ1veRfPg,"10608 N 32nd St
Phoenix, AZ 85028",t,Phoenix,Little Peking,33.5828625,-112.0131078,AZ,4.0,f,f,casual,full_bar,t,t,t,t,1
3e00b3ic-7J7TcSklYVauw,"10810 N Tatum Blvd
Phoenix, AZ 85028",f,Phoenix,Pick Up Stix,33.5838313,-111.9786204,AZ,3.5,,f,casual,none,f,t,t,t,1
DlLduXXSwjkm7OL4Z1iH1A,"10802 N 32nd St
Phoenix, AZ 85028",t,Phoenix,Federicos Mexican Food,33.5844354,-112.0135584,AZ,3.5,t,t,casual,none,f,t,t,t,1
4sE8irsM-l6Y-Npodmx9kA,"3375 E Shea Blvd.
C2
Phoenix, AZ 85028",t,Phoenix,Pizza Hut,33.5817549,-112.0084514,AZ,2.5,f,f,casual,,f,t,,,
lf42gtgq_2_jPvjfp_K1nQ,"3217 E Shea Blvd
Phoenix, AZ 85028",t,Phoenix,Uncle Sam's,33.5821710732031,-112.012363672256,AZ,3.5,t,t,casual,beer_and_wine,t,t,t,t,1
hxruECjY-r3Y1WBaFcl90g,"12045 N 32nd Street
Phoenix, AZ 85028",t,Phoenix,Church's Chicken,33.5966758,-112.0127013,AZ,3.0,f,f,casual,none,f,t,t,t,1
TepT2VeFe3tMYdAiqj12vg,"3226 E Shea Blvd
Phoenix, AZ 85028",t,Phoenix,Subway,33.5825876,-112.0098473,AZ,3.5,f,f,casual,none,f,t,t,t,1
DIYHTgM-YGKWOWLzQ4XVhA,"3241 E Shea Blvd
Phoenix, AZ 85028",t,Phoenix,Michelina's,33.5820709,-112.0114578,AZ,4.0,f,f,casual,full_bar,t,t,f,t,2
0gQrhOYWdO0XVZEKtOrvaA,"3004 E Bell Rd
Phoenix, AZ 85032",t,Phoenix,Red Devil Italian Restaurant & Pizzeria,33.6411081,-112.0178008,AZ,4.0,t,f,casual,full_bar,t,t,t,t,2
JImJictLIE48_O1z-l2TGw,"2625 E Bell Rd
Phoenix, AZ 85032",t,Phoenix,Wagon Yard,33.6400327,-112.0249314,AZ,3.5,t,t,casual,full_bar,t,t,t,t,1
WPy74Udv6X8dgxK6F9uxCQ,"4326 E Cactus Rd
Phoenix, AZ 85032",t,Phoenix,Subway,33.5994189110164,-111.989255299753,AZ,3.5,f,f,casual,none,f,t,t,t,1
n7dkpRLUl7C6zLRRXk_BDg,"4731 E. Greenway Rd.
Ste 111
Phoenix, AZ 85032",t,Phoenix,Samurai Sam's,33.625558,-111.979556,AZ,3.5,f,t,casual,none,t,t,t,t,1
cuxqnMMmbBV0iE2KJJy60Q,"3202 E Greenway Rd
Ste 1289
Phoenix, AZ 85032",f,Phoenix,A A Wok,33.6272318,-112.0121147,AZ,3.0,,f,casual,,,t,,,1
q5Vz6JNAGDqAT_P1lB1jVg,"2435 E Bell Rd
Phoenix, AZ 85032",f,Phoenix,Taco Bell,33.64024,-112.029534,AZ,2.0,f,f,casual,none,f,t,t,t,1
Snu39WyiChz0NwFWRMyUvQ,"2447 E Bell Road
Phoenix, AZ 85032",t,Phoenix,McDonald's,33.640074,-112.0289332,AZ,2.0,,f,casual,,,t,t,t,1
-KZA7UoULw_pM3jBBUzb8A,"3143 E Greenway Rd
Phoenix, AZ 85032",t,Phoenix,Sardellas Pizza and Wings,33.624732,-112.0144864,AZ,3.0,t,f,casual,none,f,t,t,t,1
1OO3fy6z5lxlRuHnnhPStg,"3202 E Greenway Rd
Ste 1611
Phoenix, AZ 85032",t,Phoenix,Best of Europe Meats & Deli,33.628335,-112.013147,AZ,4.5,f,f,casual,none,f,f,t,f,1
qXQ3ZBdwI3GlbR5-eYWqNA,"4747 E Bell Rd
Phoenix, AZ 85032",t,Phoenix,Saba's Mediterranean Kitchen,33.639783,-111.97826,AZ,4.0,t,t,casual,beer_and_wine,t,t,t,t,2
HghAgkxoEpUNZNQbAY485A,"3329 E Bell Rd
Ste 15
Phoenix, AZ 85032",f,Phoenix,Chuck E Cheese's,33.6399009,-112.0100999,AZ,3.0,f,f,casual,,,t,t,t,2
vFJmFFfPVhHkC3bWOeZnNA,"2848 E Bell Rd
Phoenix, AZ 85032",t,Phoenix,Casey Jones Grill,33.6405727,-112.0202933,AZ,4.0,t,f,casual,full_bar,t,t,t,t,2
4SwDarJGXaUPGv8QpmpHxQ,"4550 E Cactus Rd
Phoenix, AZ 85032",f,Phoenix,Ruby Tuesday,33.6021872,-111.9836094,AZ,4.0,,,casual,,,t,t,,
4mZ__NR8jLD1k0rYpSbplA,"4715 E Cactus Rd
Phoenix, AZ 85032",t,Phoenix,Outback Steakhouse,33.597933,-111.9791618,AZ,3.5,t,t,casual,full_bar,t,t,t,t,2
hNVcBhJSD5HyLKMf_Z7TaA,"12811 N Tatum Blvd
Ste A
Phoenix, AZ 85032",f,Phoenix,Islands Restaurant,33.6024722,-111.9781727,AZ,3.5,t,f,casual,full_bar,t,t,t,t,2
j5HLcBru7FEirYJPbKFVWA,"12635 N Tatum Blvd
Phoenix, AZ 85032",t,Phoenix,Breadcrafters Bakery & Cafe,33.6009221526541,-111.978694484131,AZ,4.0,f,t,casual,none,f,t,t,f,2
otjJD3ZoMVQOflk4LvoFZg,"4605 E Cactus Rd
Phoenix, AZ 85032",f,Phoenix,Souper Salad,33.5989263,-111.9814759,AZ,2.5,,f,casual,,t,t,t,t,1
DLBRqj-RXzg2QPJko9L7dw,"4040 E Bell Road
Phoenix, AZ 85032",t,Phoenix,Village Inn,33.6411675,-111.9942361,AZ,3.0,t,f,casual,,t,t,t,t,2
p1ntTC9-CI6x5Y_nUoo6Ag,"4501 E Cactus Rd
Phoenix, AZ 85032",t,Phoenix,IHOP,33.5993289,-111.9871884,AZ,3.0,f,f,casual,none,t,t,t,t,1
nqpUjsD-nUIQCrr15B9W-g,"4050 East Bell Road
Phoenix, AZ 85032",t,Phoenix,KFC,33.6409,-111.993,AZ,2.0,f,f,casual,none,f,t,t,t,1
lDpZvI18smqlyBeC4YykFA,"4007 E Greenway Rd
Phoenix, AZ 85032",t,Phoenix,Sonic,33.625997,-111.9955378,AZ,3.0,f,t,casual,none,t,t,t,t,1
ydnc0p_oPL80BBKJNZGw_Q,"3329 E Bell Rd
Phoenix, AZ 85032",t,Phoenix,Ramiros Mexican Food,33.6399009,-112.0100999,AZ,3.5,f,f,casual,none,,t,t,t,1
Wxt6FGF4vxsnKYksMZRoiA,"2948 E Bell Rd
Phoenix, AZ 85032",f,Phoenix,Los Alamos Mexican Food,33.6410451,-112.0192408,AZ,4.0,t,f,casual,none,t,t,t,f,1
