attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
0,,,0.25,,,,,0.25,0,1,0,0,,1,Y-PnvV-q4HYLIy19ubVmXQ,0,,0.25,0,"['Bakeries', 'Food', 'Sandwiches', 'Restaurants']",0,0.25,Paradise Bakery & Cafe,0,0,,,,,,1,0,0,,,65,,AZ,1,0.916666666666667,1,0,1,"2502 E Camelback Rd
Ste 119
Phoenix, AZ 85016",0.875,,0,,,0,0.25,,0,0,0.875,free,1,Phoenix,1,,3,,business,1,0,33.510538,0,,-112.027313,0.875,,0.875,0.916666666666667,1,0,0.291666666666667,,,,0,0.833333333333333,1,,,,,0.25,loud,,casual,,1,[],,0,,0
1,,,0.458333333333333,,,,,0.458333333333333,0,0,0,0,,1,C6lM880c3gEdk_9ZjtKYWA,0,,0.458333333333333,0,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",0,,Sam's Chicago Style Pizza & Wings,0,0,,,,,,1,0,0,,,17,,AZ,1,0.875,0,0,1,"4330 W Union Hills
Phoenix, AZ 85050",0.833333333333333,,0,,,0,0.458333333333333,,0,1,0.833333333333333,no,0,Phoenix,1,,3.5,,business,,0,33.6546046,1,,-112.1526954,,,0.833333333333333,0.875,1,0,,,,,1,,0,,0,,,0.458333333333333,quiet,,casual,,1,[],,0,,0
0,,,0.291666666666667,,,,,0.291666666666667,0,1,0,0,,1,UnpufJ2XBZd27f8X-Zz7eA,0,,0.291666666666667,1,"['Breakfast & Brunch', 'Delis', 'Sandwiches', 'Restaurants']",0,0.291666666666667,Lunch Break,0,0,,,,,,1,0,0,,,46,,AZ,1,0.604166666666667,0,0,1,"3702 E Roeser Rd
Phoenix, AZ 85040",0.604166666666667,,0,,,0,,,0,1,0.604166666666667,no,1,Phoenix,,,4.5,,business,1,0,33.4001068,0,,-112.0008987,0.604166666666667,,0.604166666666667,,1,0,,,,,1,,1,,,,,0.291666666666667,average,,casual,,1,[],,0,,0
,,,,,,,,,0,0,2,,,0,j7n42b5qDMJR68q3Dv9u6A,,,,0,"['Mediterranean', 'Restaurants']",1,,La Mirage,0,,,,,,,1,0,0,,,3,,AZ,1,,0,0,,"2734 W Bell Rd
Ste 1330
Phoenix, AZ 85053",,,0,,,,,,,,,,0,Phoenix,,,3.5,,business,,,33.6397206,0,,-112.1185603,,,,,,0,,,,,,,,,,,,,,,,,,[],,,,
0,,,0.291666666666667,,,,,0.291666666666667,0,0,0,0,,1,QJP-bRQvtGvShgs4AnvZKw,0,,0.291666666666667,0,"['Mexican', 'Restaurants']",0,0.291666666666667,Armando's Mexican Food,0,0,,,,,,1,1,0,,,37,,AZ,1,0.291666666666667,0,0,1,"2202 W Deer Valley Rd
Phoenix, AZ 85027",0.291666666666667,,0,,,0,0.291666666666667,,0,0,0.291666666666667,free,1,Phoenix,1,,3.5,,business,,0,33.683803,0,,-112.1065774,0.291666666666667,,0.291666666666667,0.291666666666667,1,0,0.291666666666667,,,,1,0.291666666666667,1,,0,,,0.291666666666667,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,0,0,0,,1,kbjwpfsKEvsEOVUsxSbbSA,0,,0.458333333333333,0,"['Buffets', 'Chinese', 'Restaurants']",1,0.458333333333333,Lin's Grand Buffet,0,0,,,,,,2,0,0,,,72,,AZ,1,0.9375,1,0,1,"7406 W McDowell Rd
Phoenix, AZ 85035",0.895833333333333,,0,,,0,0.458333333333333,,0,0,0.895833333333333,no,1,Phoenix,1,,2.5,,business,0,0,33.448263,0,,-112.073821,0.895833333333333,,0.895833333333333,0.9375,1,0,0.458333333333333,,,,0,0.895833333333333,1,,,,,0.458333333333333,loud,,casual,,1,[],,0,,0
,,,0.4375,,,,,0.4375,0,0,0,,,0,Cr-gW3LxHKlNS_8v7dszdQ,,,0.4375,0,"['Greek', 'Restaurants']",,0.4375,My Greek Corner,0,,,,,,,1,0,0,,,5,,AZ,1,0.916666666666667,0,0,1,"3053 W Agua Fria Freeway
Phoenix, AZ 85027",0.875,,0,,,,0.4375,,,,0.875,,0,Phoenix,1,,3,,business,,,33.6686473,0,,-112.1230677,0.875,,0.875,0.916666666666667,1,0,0.4375,,,,,0.875,,,,,,0.4375,,,casual,,1,[],,,,
0,,,0.479166666666667,,,,,0.479166666666667,0,1,2,0,,0,UIfORCz28cEGMr_9p0eJ5g,0,,0.479166666666667,0,"['American (New)', 'Restaurants']",1,0.479166666666667,25 Degrees,1,0,,,,,,2,0,0,,,61,,AZ,1,0.0416666666666667,0,0,1,"5415 E High St
Ste 127
Phoenix, AZ 85054",0.958333333333333,,0,,,0,0.458333333333333,,0,0,0.958333333333333,,0,Phoenix,1,,3.5,,business,1,0,33.6753442,1,,-111.9633667,0.958333333333333,,0.958333333333333,0.0416666666666667,0,0,0.458333333333333,,,,,0.916666666666667,0,,,,,0.479166666666667,quiet,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,0,kOLyU95VflUBeyh3LEvruQ,0,,,1,"['Burgers', 'Fast Food', 'Restaurants']",,,Carl's Jr,0,0,,,,,,1,0,0,,,11,,AZ,1,,0,0,1,"10 N 24th St
Phoenix, AZ 85034",,,0,,,0,,,0,0,,no,1,Phoenix,,,3,,business,,0,33.4487371,0,,-112.0306592,,,,,1,0,,,,,0,,0,,,1,,,,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,0,0,,1,KGX7O-_WqOIy9o7u9NOa9A,0,,0.458333333333333,0,"['Mexican', 'Restaurants']",1,0.458333333333333,Sonora Mesquite Grill,0,0,,,,,,1,0,0,,,162,,AZ,1,0.8125,1,0,1,"4613 E Thomas Rd
Phoenix, AZ 85018",0.8125,,0,,,1,0.458333333333333,,0,0,0.8125,free,0,Phoenix,1,,4.5,,business,1,0,33.480203,1,,-111.9825532,0.8125,,0.8125,0.8125,1,0,,,,,0,,1,,,,,0.458333333333333,quiet,,casual,,0,[],,0,,0
0,,,0.291666666666667,,,,,0.291666666666667,0,1,2,0,,1,6P2DqisDHtmD4Lvs2sMP-A,0,,0.291666666666667,1,"['American (New)', 'Restaurants']",1,0.291666666666667,The Lobby Grill,0,0,,,,,,2,0,0,,,40,,AZ,1,0.916666666666667,0,0,1,"8000 S Arizona Grand Pkwy
Phoenix, AZ 85044",0.916666666666667,,0,,,1,0.291666666666667,,0,0,0.916666666666667,free,1,Phoenix,1,,2.5,,business,0,0,33.3737033716,0,,-111.970436941,0.916666666666667,,0.916666666666667,0.916666666666667,1,0,0.291666666666667,,,,1,0.916666666666667,1,,,,,0.291666666666667,average,,casual,,1,[],,0,,0
,,,,,,,,,0,0,,,,,zT6-dsC8HiDlQI6AjYuHRg,,,,0,"['Buffets', 'Restaurants']",,,New Great China Super Buffet,,,,,,,,1,0,,,,6,,AZ,,,0,,,"2651 N 75th Ave
Phoenix, AZ 85035",,,0,,,,,,,,,,1,Phoenix,,,3.5,,business,,,33.479146,0,,-112.220176,,,,,,,,,,,,,,,,,,,,,casual,,,[],,,,
0,,,0.395833333333333,,,,,0.395833333333333,0,1,0,0,,1,Hlu6geDGG44x_Vk9sP_-Vg,0,,0.395833333333333,0,"['Chinese', 'Restaurants']",0,0.395833333333333,Panda Express,0,0,,,,,,1,0,0,,,22,,AZ,1,0.916666666666667,1,0,1,"4750 S 48th St
Ste 121
Phoenix, AZ 85040",0.916666666666667,,0,,,0,0.416666666666667,,0,0,0.916666666666667,no,1,Phoenix,,,2.5,,business,1,0,33.4041745,0,,-111.9788288,0.916666666666667,,0.916666666666667,0.9375,1,0,0.4375,,,,0,0.916666666666667,1,,,,,0.395833333333333,average,,casual,,1,[],,0,,0
,,,,,,,,,0,0,0,,,0,he_b4txorHTrKjH5DnnmdQ,,,,0,"['Mexican', 'Restaurants']",0,,Tortas El Güero,0,,,,,,,1,0,0,,,7,,AZ,1,,0,0,1,"4121 E Thomas Rd
Phoenix, AZ 85018",,,0,,,0,,,,0,,,0,Phoenix,1,,4.5,,business,,,33.4801515,0,,-111.9923032,,,,,1,0,,,,,,,,,,,,,,,casual,,1,[],,,,
0,,,0.25,,,,,0.25,0,0,0,0,,1,knLSows1coxal0jKtFGl8Q,0,,0.25,0,"['Diners', 'Restaurants']",1,0.25,Alexi's Family Restaurant,0,0,,,,,,1,1,0,,,52,,AZ,1,0.875,0,0,1,"18450 N 19th Ave
Phoenix, AZ 85023",0.875,,0,,,0,0.25,,0,0,0.875,no,1,Phoenix,1,,3,,business,0,0,33.6534066,0,,-112.0997645,0.875,,0.875,0.875,1,0,0.291666666666667,,,,0,0.875,1,,,,,0.25,average,,casual,,1,[],,0,,0
0,,,0.270833333333333,,,,,0.270833333333333,0,1,1,0,,1,5XU8ys_TsulI-FJ5nzuNvg,0,,0.270833333333333,0,"['Breakfast & Brunch', 'Sandwiches', 'Restaurants']",1,0.270833333333333,U.S. Egg,0,0,,,,,,2,1,0,,,126,,AZ,1,0.604166666666667,0,0,1,"402 E Greenway Pkwy
Ste 5
Phoenix, AZ 85022",0.604166666666667,,0,,,1,0.270833333333333,,0,0,0.604166666666667,free,1,Phoenix,1,,4,,business,0,0,33.637366,0,,-112.0684502,0.604166666666667,,0.604166666666667,0.604166666666667,1,0,0.270833333333333,,,,0,0.604166666666667,1,,0,0,,0.270833333333333,average,no,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,1,IuYs9ys6bwhK-s2_sUKsbQ,0,,,0,"['Pizza', 'Restaurants']",0,,CiCi's Pizza,0,0,,,,,,1,0,0,,,24,,AZ,1,,1,0,1,"2270 N 75th Ave
Phoenix, AZ 85035",,,0,,,0,,,0,0,,no,1,Phoenix,1,,3.5,,business,0,0,33.4726604,0,,-112.2212827,,,,,1,0,,,,,1,,1,,,,,,average,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,0,immAndhZ-o1qrlFrIw8YjQ,0,,,0,"['American (Traditional)', 'Restaurants']",1,,Village Inn,0,0,,,,,,2,1,0,,,17,,AZ,1,,0,0,1,"4040 East Bell Rd
Phoenix, AZ 85032",,,0,,,0,,,0,0,,no,1,Phoenix,,,3,,business,0,0,33.6411675,0,,-111.9942361,,,,,1,0,,,,,1,,1,,,,,,average,,casual,,1,[],,0,,0
,,,0.458333333333333,,,,,0.458333333333333,0,1,2,,,0,GeHwru6TVDyVErFc92Nn2w,,,0.458333333333333,0,"['Nightlife', 'Seafood', 'Steakhouses', 'Bars', 'Restaurants']",1,0.458333333333333,Central Grille,0,,,,,,,2,0,0,,,11,,AZ,1,0.916666666666667,0,0,,"8525 N Central Ave
Phoenix, AZ 85020",0.916666666666667,,0,,,1,0.458333333333333,,,0,0.916666666666667,,0,Phoenix,,,3.5,,business,,,33.5612361,0,,-112.0737398,0.916666666666667,,0.916666666666667,0.916666666666667,,0,0.458333333333333,,,,,0.916666666666667,,,,,,0.458333333333333,,,dressy,,1,[],,,,
0,,1,0.458333333333333,,,,,0.458333333333333,0,0,2,0,,1,k6PuJ964NF2NEoXoOg0ijA,0,,0.458333333333333,0,"['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants']",1,0.458333333333333,Caps Sports Grill,0,0,,,,,,1,0,0,,0,69,,AZ,1,0,1,0,1,"1721 W Rose Garden Ln
Phoenix, AZ 85027",0.958333333333333,,0,,,0,0.416666666666667,,0,0,0.958333333333333,free,1,Phoenix,1,,4,,business,0,0,33.6764701,0,0,-112.0966829,0.958333333333333,,0.958333333333333,0.958333333333333,1,0,0.4375,,,,1,0.958333333333333,1,,,,,0.458333333333333,average,outdoor,casual,,1,[],,0,0,0
0,,,0.5,,,,,0.583333333333333,0,0,2,0,,1,KcdZ5y6a88nH846sNLeVWA,0,,0.625,0,"['Seafood', 'Restaurants']",1,0.625,Pelican Bay Oyster Bar & Grill,0,0,,,,,,2,0,0,,,17,,AZ,1,0.125,1,0,1,"7710 W Lower Buckeye
Ste 107
Phoenix, AZ 85043",0.0833333333333333,,0,,,0,0.583333333333333,,0,0,0.916666666666667,no,0,Phoenix,,,4,,business,0,0,33.4233639,1,,-112.2260121,0.916666666666667,,0.916666666666667,0.125,1,0,0.583333333333333,,,,1,0.125,0,,,,,0.625,very_loud,,casual,,1,[],,0,,0
,,,,,,,,,0,0,,,,,eRhl0bBMEeCRaOJ8gbSw9Q,,,,0,"['Burgers', 'Fast Food', 'Hot Dogs', 'Restaurants']",,,Boomer's Sweet Home Chicago,,,,,,,,,0,,,,9,,AZ,,,0,,1,"2755 N 91st Ave
Ste 150
Phoenix, AZ 85037",,,0,,,,,,,0,,,0,Phoenix,,,4,,business,,,33.4780159,0,,-112.254559,,,,,1,,,,,,,,,,,,,,,,,,,[],,,,
,,,0.4375,,,,,0.4375,0,1,0,,,1,sZAzeccYUVPjlkrlMooV-g,,,0.4375,0,"['Food', 'Juice Bars & Smoothies', 'Filipino', 'Restaurants']",0,,Karey's Kitchen,0,,,,,,,1,0,0,,,44,,AZ,1,0.791666666666667,1,0,1,"4041 E Thomas Rd
Ste 124
Phoenix, AZ 85018",0.791666666666667,,0,,,0,0.4375,,,0,0.791666666666667,,0,Phoenix,1,,4,,business,,,33.479852,0,,-111.994039,,,0.791666666666667,0.75,1,0,0.4375,,,,,0.729166666666667,,,,,,0.4375,,,casual,,0,[],,,,
,,,,,,,,,,,,,,0,OrF48GFHheuCie9cMYkldA,,,,,"['Mexican', 'Restaurants']",0,,Amando's Bros,0,,,,,,,1,,0,,,5,,AZ,,,,0,1,"949 W Camelback Rd
Phoenix, AZ 85013",,,,,,,,,,0,,,0,Phoenix,1,,3.5,,business,,,33.5091348,,,-112.0867893,,,,,1,0,,,,,,,,,,,,,,,,,1,[],,,,
,,,,,,,,,0,,,,,,_5qkBSljHlRo5B9GQLDp3w,,,,0,"['Fast Food', 'Sandwiches', 'Restaurants']",0,,Subway,,,,,,,,,0,,,,6,,AZ,1,,0,,1,"4102 N 24th St
Phoenix, AZ 85016",,,0,,,0,,,,1,,no,1,Phoenix,,,3.5,,business,,,33.4949032,0,,-112.0302201,,,,,1,,,,,,,,,,,,,,,,casual,,0,[],,,,
1,,,0.416666666666667,,,,,0.375,0,0,2,0,,1,o2vKya6WSNcMNTxAcJsF1g,0,,0.416666666666667,0,"['Seafood', 'Mexican', 'Restaurants']",1,0.416666666666667,El Pacifico Restaurante Y Pescaderia,0,0,,,,,,2,0,0,,,22,,AZ,1,0.958333333333333,1,0,1,"3311 N 16th St
Phoenix, AZ 85016",0.875,,0,,,0,0.375,,0,0,0.875,no,1,Phoenix,1,,4,,business,1,0,33.486257,1,,-112.0476186,0.875,,0.875,0.958333333333333,1,0,0.375,,,,1,0.875,0,,,,,0.416666666666667,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,1,0,,1,1ulwCamdqoX-SdMTcOhHDw,1,,0.458333333333333,0,"['American (Traditional)', 'Cafes', 'Restaurants']",1,0.458333333333333,The Courtyard Cafe,0,0,,,,,,2,0,0,,,20,,AZ,1,0.625,1,0,1,"Heard Museum
2301 N Central Ave
Phoenix, AZ 85004",0.625,,0,,,1,0.458333333333333,,0,0,0.625,no,1,Phoenix,,,4,,business,1,0,33.4724737,0,,-112.0722009,0.625,,0.625,0.625,1,0,0.458333333333333,,,,0,0.625,0,,,,,0.458333333333333,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,0,0,0,,1,Z5v1F-tAV897ZmM32N0wfQ,0,,0.458333333333333,0,"['Food', 'Grocery', 'Indian', 'Buffets', 'Restaurants']",1,,New India Bazaar,0,0,,,,,,1,0,0,,,105,,AZ,1,0.875,1,0,1,"2544 N 7th St
Phoenix, AZ 85006",0.875,,0,,,1,0.458333333333333,,0,0,0.875,free,1,Phoenix,1,,3.5,,business,1,0,33.4760486,0,,-112.0654671,,,0.875,0.875,1,0,0.458333333333333,,,,1,0.875,1,,,,,0.458333333333333,average,,casual,,1,[],,0,,0
,,,0.458333333333333,,,,,0.458333333333333,1,1,2,,,0,H6F8CVOFILdnSUQtmvy_zQ,,,0.458333333333333,0,"['Asian Fusion', 'Restaurants']",1,0.458333333333333,Nine 05,1,,,,,,,2,0,0,,,39,,AZ,1,0.0833333333333333,0,0,1,"905 N 4th St
Phoenix, AZ 85004",0.458333333333333,,0,,,1,0.458333333333333,,,0,0.458333333333333,,0,Phoenix,1,,3.5,,business,,,33.4577071,1,,-112.0686109,0.458333333333333,,0.458333333333333,0.0833333333333333,0,0,,,,,,,,,,,,0.458333333333333,,,casual,,1,[],,,,
0,,,,,,,,,0,1,0,0,,1,ihMUU9D2mcgrp7fi8lmqJg,0,,,0,"['Fast Food', 'Restaurants']",0,,Chick-fil-A,0,0,,,,,,1,0,0,,,68,,AZ,1,,1,0,1,"3001 W Agua Fria Fwy
Phoenix, AZ 85027",,,0,,,0,,,0,0,,free,1,Phoenix,1,,4,,business,1,0,33.667746,0,,-112.122882,,,,,1,0,,,,,0,,1,,,1,,,average,,casual,,1,[],,0,,0
0,,,,,,,,,0,1,0,0,,1,ZOROJ4IV6V2sEAmh0v-w2A,0,,,0,"['Mexican', 'Restaurants']",0,,Tortas Paquime,0,0,,,,,,1,0,0,,,54,,AZ,1,,1,0,1,"2541 E McDowell Rd
Suite B
Phoenix, AZ 85008",,,0,,,0,,,0,0,,no,1,Phoenix,1,,4,,business,1,0,33.4654112,0,,-112.026334,,,,,1,0,,,,,1,,1,,,,,,average,,casual,,1,[],,0,,0
0,,,,,,,,,0,0,0,0,,0,yBbqiCdOdiSz3QOaZu6cGg,0,,,0,"['Fast Food', 'Sandwiches', 'Restaurants']",0,,Subway,0,0,,,,,,1,0,0,,,7,,AZ,1,,0,0,1,"6150 S 35th Ave
Phoenix, AZ 85041",,,0,,,0,,,0,0,,,1,Phoenix,,,3,,business,1,0,33.390681,0,,-112.136171,,,,,1,0,,,,,0,,1,,,,,,quiet,,,,0,[],,0,,
0,,,0.354166666666667,,,,,0.354166666666667,0,0,0,0,,1,yVQiGdxmnrkJDyQXv2maNA,0,,,0,"['Vietnamese', 'Restaurants']",1,0.354166666666667,Pho Thanh,0,0,,,,,,1,0,0,,,503,,AZ,1,0.833333333333333,1,0,1,"1702 W Camelback Rd
Ste 14
Phoenix, AZ 85015",0.833333333333333,,0,,,0,0.354166666666667,,0,0,0.833333333333333,no,1,Phoenix,1,,4,,business,0,0,33.5100937,1,,-112.0961354,0.833333333333333,,,0.833333333333333,1,0,0.354166666666667,,,,1,0.833333333333333,1,,,,,0.354166666666667,average,,casual,,1,[],,0,,0
0,,,0.4375,,,,,0.4375,0,1,1,0,,1,3FhHnU7Mq8KcyWiWKH0RzA,0,,0.4375,0,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']",1,0.4375,Streets of New York,0,0,,,,,,2,0,0,,,28,,AZ,1,0.916666666666667,1,0,1,"4757 E Greenway Rd
Phoenix, AZ 85032",0.875,,0,,,0,0.4375,,0,1,0.875,free,1,Phoenix,,,3,,business,1,0,33.6244243,0,,-111.9784424,0.875,,0.875,0.916666666666667,1,0,0.458333333333333,,,,1,0.875,1,,,,,0.4375,average,,casual,,1,[],,0,,0
0,,0,,,,,,,0,0,2,0,,0,zAoFrUwRVdSrvYWNB5e5Jw,0,,,0,"['Bars', 'Mexican', 'Nightlife', 'Lounges', 'Restaurants']",1,,Taberna Del Tequileria,0,0,,,,,,2,0,0,,0,83,,AZ,1,,1,0,1,"Phoenix Sky Harbor Intl Airport
Phoenix, AZ 85034",,,0,,,0,,,0,0,,no,1,Phoenix,1,,2,,business,0,0,33.4373684849,0,0,-112.002139091,,,,,0,0,,,0,,1,,1,,,,,,average,no,casual,,0,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,2,0,,1,r8CwFUEQtL8gAT9KHnNhuw,0,,0.458333333333333,0,"['American (Traditional)', 'Restaurants']",1,0.458333333333333,Teakwoods Tavern & Grill,0,0,,,,,,2,0,0,,,83,,AZ,1,0.0833333333333333,1,0,1,"2808 E Indian School Rd
Phoenix, AZ 85016",0.0416666666666667,,0,,,1,0.458333333333333,,0,0,0.0416666666666667,free,0,Phoenix,1,,4,,business,0,0,33.496155,1,,-112.021248,0.0416666666666667,,0.0416666666666667,0.0833333333333333,1,0,0.458333333333333,,,,1,0.0416666666666667,1,,,,,0.458333333333333,loud,,casual,,1,[],,0,,0
0,,,0.208333333333333,,,,,0.208333333333333,0,0,0,0,,0,=-JpZiiGPKOuCEiODGNyovw,0,,0.208333333333333,0,"['Burgers', 'Fast Food', 'Restaurants']",0,0.208333333333333,Wendy's,0,0,,,,,,1,1,0,,,31,,AZ,1,0.833333333333333,1,0,1,"Sky Harbor International Airport Terminal 2
3200 E Sky Harbor Blvd
Phoenix, AZ 85034",0.833333333333333,,0,,,0,0.208333333333333,,0,0,0.833333333333333,no,1,Phoenix,,,2.5,,business,0,0,33.4347659,0,,-112.0105709,0.833333333333333,,0.833333333333333,0.833333333333333,1,0,0.208333333333333,,,,0,0.833333333333333,1,,,0,,0.208333333333333,average,,casual,,0,[],,0,,0
,,,0.25,,,,,0.25,0,0,2,,,0,SAS7V55TcgZSTJ21ZnXqmQ,,,0.25,0,"['American (Traditional)', 'Restaurants']",1,0.25,12th Fairway Bar & Grill,0,,,,,,,2,0,0,,,23,,AZ,1,0.895833333333333,1,0,1,"4000 E Sky Harbor Blvd
Phoenix, AZ 85034",0.895833333333333,,0,,,0,0.25,,,0,0.895833333333333,free,1,Phoenix,1,,2,,business,0,,33.436027,0,,-111.9956337,0.895833333333333,,0.895833333333333,0.895833333333333,1,0,0.25,,,,1,0.895833333333333,,,,,,0.25,very_loud,,casual,,0,[],,,,
,,,0.291666666666667,,,,,0.291666666666667,0,1,,,,0,zBl32GAjYcKNpsEGPXXuqg,,,0.291666666666667,0,"['Breakfast & Brunch', 'Cafes', 'Restaurants']",0,0.291666666666667,Fair Trade Café,1,,,,,,,1,0,0,,,33,,AZ,1,0.708333333333333,0,0,1,"424 N Central Ave
Phoenix, AZ 85003",0.791666666666667,,0,,,0,,,,0,0.791666666666667,free,1,Phoenix,1,,3.5,,business,,,33.4532307,0,,-112.0740735,0.791666666666667,,0.791666666666667,,1,0,,,,,0,,,,,,,0.291666666666667,quiet,,casual,,1,[],,,,
0,,,0.4375,,,,,0.4375,0,1,1,0,,1,ImVx220_Pcp2iB5uworODw,0,,0.4375,0,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']",0,0.4375,Vincent's,0,0,,,,,,1,0,0,,,91,,AZ,1,0.958333333333333,1,0,1,"4905 E Ray Rd
Ste 104
Phoenix, AZ 85044",0.916666666666667,,0,,,0,0.4375,,0,1,0.916666666666667,no,0,Phoenix,1,,3.5,,business,1,0,33.3193788,1,,-111.9778751,0.916666666666667,,0.916666666666667,0.958333333333333,1,0,,,,,1,,1,,,,,0.4375,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,0,2,0,,1,VbXy3tH5RAu7HjT7VeMMgA,0,,0.458333333333333,0,"['Thai', 'Restaurants']",1,0.458333333333333,Thai E-San,0,0,,,,,,2,0,0,,,235,,AZ,1,0.895833333333333,1,0,1,"616 W Indian School Rd
Phoenix, AZ 85013",0.895833333333333,,0,,,1,0.5,,0,0,0.895833333333333,free,1,Phoenix,1,,4,,business,1,0,33.4951554,0,,-112.0822129,0.895833333333333,,0.895833333333333,0.895833333333333,1,0,0.5,,,,1,0.895833333333333,1,,,,,0.458333333333333,average,,casual,,1,[],,0,,0
,,,,,,,,,0,1,0,,,0,4WxaX48bCR_SHLb1KI49AA,,,,0,"['Mexican', 'Restaurants']",0,,Filiberto's Mexican Food,0,,,,,,,1,0,0,,,3,,AZ,1,,0,0,1,"717 E Glendale Ave
Phoenix, AZ 85020",,,0,,,0,,,,0,,,1,Phoenix,1,,1,,business,,,33.537947,0,,-112.064128,,,,,1,0,,,,,,,,,,,,,,,casual,,1,[],,,,
,,,,,,,,,0,,0,,,0,G--jKQu95BxPI5r3aTiYhg,,,,0,"['Mexican', 'Restaurants']",1,,Aya & Peilas,0,,,,,,,1,0,0,,,4,,AZ,1,,0,0,1,"1750 W Van Buren St
Phoenix, AZ 85007",,,0,,,0,,,,,,,1,Phoenix,1,,3,,business,,,33.4514292,0,,-112.0977169,,,,,1,0,,,,,,,,,,,,,,,casual,,1,[],,,,
0,,,0.375,,,,,0.375,0,1,0,0,,1,=-aDuOZelvBHWKh-NrXooow,0,,0.375,0,"['Sandwiches', 'Restaurants']",0,0.375,Port of Subs,0,0,,,,,,1,0,0,,,24,,AZ,1,0.875,1,0,1,"2737 W Thunderbird Rd
Phoenix, AZ 85053",0.875,,0,,,0,0.375,,0,0,0.875,free,1,Phoenix,1,,4,,business,1,0,33.609811,0,,-112.119194,0.875,,0.875,0.833333333333333,1,0,0.375,,,,0,0.833333333333333,1,,,,,0.375,average,,casual,,1,[],,0,,0
0,,,0.458333333333333,,,,,0.458333333333333,0,1,0,0,,1,Ueq8gcirb2rSAUfTlrgXZA,0,,0.458333333333333,0,"['Pizza', 'Restaurants']",1,,Two Hippies Dropped Out of College and Opened a Pizzeria,0,0,,,,,,1,0,0,,,42,,AZ,1,0.875,1,0,1,"5341 N 7th Ave
Phoenix, AZ 85013",0.875,,0,,,1,0.458333333333333,,0,1,0.875,no,0,Phoenix,1,,3,,business,,0,33.5162232,1,,-112.0823528,,,0.875,0.875,1,0,0.458333333333333,,,,1,0.833333333333333,1,,,,,0.458333333333333,average,,casual,,0,[],,0,,0
