business_id,takeout,drivethru,caters,noiselevel,takesreservations,delivery,hastv,outdoorseating,attire,alcohol,waiterservice,acceptscreditcards,goodforkids,goodforgroups,pricerange,rating_category
CC8Gn5h28utxP8i9zGorKQ,t,,t,average,f,t,f,t,casual,none,f,t,t,f,1,high
PmPOuRvuN3CoNOi1nBj_TQ,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
XNSito__Fne14TXU0vz1Qw,t,,,,t,f,,t,casual,beer_and_wine,t,t,f,t,2,high
GjvIDOEhdQB1oPrFeSpxBw,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
TfTlOE6h9E9o34dEkw9L_w,t,,f,average,t,f,t,t,casual,full_bar,t,t,f,t,2,high
rHaIakUF5MpRNMw752NajQ,t,,,,t,f,,f,casual,full_bar,t,t,t,t,2,high
eRhl0bBMEeCRaOJ8gbSw9Q,t,,,,,f,,f,,,,,t,,,high
UI5ghIUeHYxzwSfaDVUXOA,t,,t,average,t,f,f,t,casual,full_bar,t,t,f,t,2,high
supigcPNO9IKo6olaTNV-g,,,t,average,t,,t,t,casual,full_bar,t,t,t,t,2,high
Hn7f_Gh5ffvns_7nU4Wqxg,t,,f,average,f,f,t,f,casual,none,t,t,t,t,1,high
NH67MdKaFGNcP-dlu56pyw,t,,t,average,t,f,f,f,casual,beer_and_wine,t,t,t,f,2,high
3EEVGDngt4DEhoOQZIUNUw,t,,,average,t,t,f,t,casual,full_bar,t,t,f,t,2,high
X6mWr96ibKdXQSA6mpH90g,t,t,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
6-O63QoQA7mCVVAH-MMtuA,t,,f,average,f,f,t,f,casual,beer_and_wine,t,t,t,t,2,high
BpSLpzq_NRYghGSsb10G3A,t,,f,average,t,f,t,t,casual,full_bar,t,t,f,t,2,high
_IaAOzGPzq3JIDKuQlAzvQ,t,f,,average,f,f,t,t,casual,full_bar,f,t,t,t,2,high
yeLq-452CkaKw1ynn0nRNw,t,,t,average,f,t,t,t,casual,none,f,t,t,t,1,high
58P3oSd8P2QNzHrQmRqQZw,t,f,t,average,f,f,t,f,casual,full_bar,t,t,t,t,2,high
nS9Dgj0a5o4Et80jFXBlrw,f,,,quiet,f,f,,f,casual,full_bar,t,t,f,f,2,high
MiajUnwoG7RGoaolO1rPaw,t,f,t,average,f,t,f,t,casual,none,t,t,t,t,2,high
lHZmz_QUoARjiz520BeKMg,,,,quiet,f,,f,t,casual,none,f,t,t,t,1,high
Tt6DYs0TyERWHWW5xiRL_A,t,,f,average,f,f,t,t,casual,beer_and_wine,t,t,t,t,2,high
asebFFgabg_lfoNpGJHZlQ,t,,t,average,f,t,t,t,casual,none,t,f,t,t,1,high
cWBqZThx4RWNzPJbJ_oXOg,t,t,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
KV-yJLmlODfUG1Mkds6kYw,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
WDffbqRoBhTlJKceyaF2zA,t,,,,f,,,t,,beer_and_wine,f,,,,,high
E0fZHHInMb6xscHDrPlh4Q,t,,,,f,f,,f,casual,none,t,t,t,f,2,high
4y9s1y8WxumJB9ypewvXCA,t,,f,average,f,f,f,f,casual,none,t,t,t,t,1,high
8_mbjbTK_Ci3DljpzdipuA,t,,,,f,f,f,f,casual,none,f,t,t,t,1,high
KBppNZRGyII9fhRXRe__dw,,,,,,,,t,,none,,t,,,,high
3GAPcBG8SowgrpS6UHlDeQ,t,,t,average,f,f,t,t,casual,beer_and_wine,f,t,t,t,2,high
XkNQVTkCEzBrq7OlRHI11Q,t,,t,average,f,f,t,f,casual,beer_and_wine,t,t,t,f,2,high
DmkTDze8ruJr6o2f5GAvJA,t,,t,average,f,t,f,t,casual,none,f,t,t,t,1,high
X7FAAKkwOwaUUpR8QPChyw,t,,,,t,f,,t,casual,full_bar,t,t,f,t,2,high
wqJ5dCAh2FGHEVtV1lGiEw,t,,,,f,f,,f,casual,beer_and_wine,f,t,t,t,2,high
xIdyiVoX5woL8iKHYKoiWw,t,,f,quiet,t,f,f,t,casual,none,t,t,t,t,2,high
n-XTO7I2o2h06o-vyjtYfg,t,,t,quiet,f,t,t,f,casual,none,f,t,t,t,1,high
VXuvmtDipL_WRwc0NTM3iQ,t,,f,average,f,f,t,f,casual,none,f,t,t,t,1,high
BojnLUPz5IzZKyQocGc7uw,t,,,quiet,t,f,t,f,casual,beer_and_wine,t,t,t,t,1,high
WxZ7lWnN_AJCa8-Vd1A7ZQ,t,,,,f,t,,t,casual,none,f,t,t,t,1,high
p7m9uYWxKSFCF-qC7hPxPQ,t,,f,quiet,t,f,t,f,casual,none,t,t,t,t,2,high
JLrAD5J7O0xIdtUHb21jvQ,t,f,t,average,f,t,f,t,casual,none,f,t,t,t,1,high
Q777p0iKcL-3k1171OW1TA,t,f,t,loud,f,f,f,t,casual,beer_and_wine,f,t,t,t,1,high
QMN_F0PIReU6QbyEuGSYhg,t,,,,,f,,t,,none,,t,t,,1,high
wzQAmzQopWcfoCG8lfiE_w,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,high
zv92SeuVPQdof0PdgN056g,t,,,,f,f,,t,casual,none,f,t,t,t,1,high
4sW8Z6NLXLRkruSKSKUEUw,t,,t,average,t,t,f,t,casual,full_bar,f,t,t,t,1,high
9ziO3NpoNTKHvIKCBFB_fQ,t,,f,average,t,f,t,t,casual,full_bar,t,t,f,t,2,high
M6SQ1dITqcuj-sAvg8_ITg,t,f,,quiet,f,f,f,t,casual,none,f,t,t,f,1,high
qlrZzAktK8wODSHxhLEK7w,t,f,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
G_2CWsU7GYwhNqptrLXUBg,t,,t,quiet,f,f,f,t,casual,beer_and_wine,f,t,t,t,2,high
jFfrM1y-L1icUZXjBpxmeg,t,,f,average,f,f,t,t,casual,none,t,t,t,t,1,high
3l72FflaaeI0tWEAWN3-gQ,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,high
WJ7rJxbkXqr62koXzR8tXg,t,,,,f,f,,f,casual,none,t,t,t,t,2,high
d3MxUXS1b6U2P_gGuCO1-A,t,,f,average,t,f,f,f,casual,full_bar,t,t,f,t,2,high
qjmCVYkwP-HDa35jwYucbQ,t,,f,average,t,f,f,t,casual,full_bar,t,t,t,t,2,high
T6dbW2UuWTKar_22zbbiUw,t,,f,quiet,f,f,f,f,casual,none,f,t,t,t,1,high
vurk3jST-KeVPcK5tl6YGA,t,,,,f,,,,,,,t,,,,high
JEreQgso7MH_Io3DXGsEOw,,,f,average,t,f,t,t,dressy,full_bar,t,t,f,t,3,high
oIkwj10HmUiognO68j7jOg,t,,f,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
rQ4z0EStSZE4acgkne6Hmg,t,,t,average,t,f,t,f,casual,full_bar,t,t,f,t,2,high
6TWRuHn24DL6vnW8Uyu4Vw,t,f,t,average,f,f,f,t,casual,beer_and_wine,f,t,t,t,1,high
o4sPw8nO7GcNyKilWBgK_Q,t,,t,average,t,f,f,f,casual,full_bar,t,t,t,t,2,high
-XlBQrxN_ZB3MZKxLBeAjA,,,,,,,,,,,,t,,,,high
Pju_pKfvEnUYV9wMVNsacg,t,,,,f,t,,f,casual,none,f,t,t,f,1,high
sWCH3c8XxBrF7aODVgQeQw,t,,t,average,f,f,t,f,casual,none,f,t,t,t,1,high
m14pIWedGiHi9_aWAIXEew,t,,f,average,f,f,t,f,casual,none,t,t,t,t,1,high
WwTK9w1qu4h28a63gFz25A,f,,f,average,t,f,t,t,casual,full_bar,t,t,f,t,3,high
iuQeSS7KY4zVNqdfHTVdTQ,t,,,,f,f,,,,,,,,t,,high
wl51t6lT7leiX64SlkOx6g,t,,t,average,f,f,t,t,casual,full_bar,t,t,t,t,2,high
CjFaf6r6iP1xcKcChKDgKA,t,,t,average,f,f,,t,casual,none,f,t,t,t,2,high
IDQbSGU2k1MaLkv-sFN-OQ,t,,,,f,f,t,t,casual,none,t,t,t,t,1,high
j7-YRDU63fw975an55zHGg,t,,,average,f,f,f,f,casual,none,f,t,t,t,1,high
r3r_bAfa6pZKIhQB82FizQ,t,,,,t,f,,f,casual,full_bar,t,t,f,t,2,high
XHr5mXFgobOHoxbPJxmYdg,t,,t,average,f,f,t,t,casual,none,f,t,t,t,1,high
v0UcWfHvGgYZYFobaSOr8A,t,,t,average,f,f,t,f,casual,full_bar,f,t,t,t,1,high
QPheu9dnwdlaPwXofP8ijw,t,,,,t,t,,t,casual,none,t,t,t,t,1,high
3n9mSKySEv3G03YjcU-YOQ,t,,t,average,t,f,f,t,casual,beer_and_wine,t,t,f,t,2,high
UACSWwOwCFg58ycvb32-RQ,t,,,,f,t,,f,casual,none,t,t,t,t,1,high
SPBZxmt8_nT30rNVnKHYKA,t,,f,average,t,f,t,f,casual,beer_and_wine,t,t,t,t,2,high
xs1LHeJy78u-7taSEnQ2Yw,t,,f,average,t,f,f,f,casual,full_bar,t,t,f,t,2,high
Zruvunhqw7cuyuoe7g09Gw,t,,f,average,f,t,t,t,casual,full_bar,t,t,t,t,2,high
FFdlPSZCGgTdg1CAfrlvlw,t,f,t,average,f,f,t,t,casual,full_bar,t,t,t,t,2,high
A6OstDz-flrI84-EW8aILg,,,,quiet,,,,t,casual,full_bar,f,t,,t,1,high
K7Kxz1FX-VLPflPJgqqbGQ,t,,t,quiet,f,f,t,f,casual,none,f,t,t,t,1,high
d83_qJwcOYOojQsapu1Z4A,t,,f,average,f,f,f,f,casual,none,t,f,t,t,1,high
dn9sB0Kok8cnkDhpcl7YCg,t,,t,quiet,t,f,t,t,casual,none,t,t,t,t,1,high
Jd5sLVzE_p_LfJMBmbOhSA,t,,t,average,f,f,f,f,casual,none,f,t,,,1,high
C6lM880c3gEdk_9ZjtKYWA,t,,,quiet,f,t,t,f,casual,none,f,t,t,t,1,high
UnpufJ2XBZd27f8X-Zz7eA,t,,t,average,f,t,t,t,casual,none,f,t,t,t,1,high
j7n42b5qDMJR68q3Dv9u6A,,,,,,,,f,,full_bar,t,t,,,1,high
UIfORCz28cEGMr_9p0eJ5g,t,,t,quiet,f,f,,t,casual,full_bar,t,t,f,t,2,high
5XU8ys_TsulI-FJ5nzuNvg,t,f,f,average,t,f,f,t,casual,beer_and_wine,t,t,t,t,2,high
IuYs9ys6bwhK-s2_sUKsbQ,t,,f,average,f,f,t,f,casual,none,f,t,t,t,1,high
k6PuJ964NF2NEoXoOg0ijA,t,,f,average,f,f,t,f,casual,full_bar,t,t,t,t,1,high
KcdZ5y6a88nH846sNLeVWA,t,,f,very_loud,f,f,t,f,casual,full_bar,t,t,t,t,2,high
OrF48GFHheuCie9cMYkldA,t,,,,,f,,,,,f,,t,t,1,high
o2vKya6WSNcMNTxAcJsF1g,t,,t,average,f,f,t,f,casual,full_bar,t,t,t,t,2,high
1ulwCamdqoX-SdMTcOhHDw,t,,t,average,t,f,f,t,casual,beer_and_wine,t,t,t,t,2,high
Z5v1F-tAV897ZmM32N0wfQ,t,,t,average,t,f,t,f,casual,none,t,t,t,t,1,high
U605aUo9MJn5vgLfP3yYKg,t,t,f,average,f,f,t,t,casual,none,f,t,t,t,1,high
_FXql6eVhbM923RdCi94SA,t,,f,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
0AZiq_OMKs3I9lTmwd5PSg,t,,t,quiet,t,f,t,f,casual,full_bar,t,t,t,t,2,high
3OauvrqUU8nDLWcW6q9hGQ,t,,f,average,f,f,t,f,casual,none,t,t,t,t,1,high
2qqzGBLM9VFwjIuiEKHspg,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
1xu5wFd0TeBg6xNBiRtknw,f,,,,f,f,,t,casual,none,f,t,f,t,1,high
1nsxori657cAx2hiyYb4rA,t,,,average,f,f,t,f,casual,none,f,f,t,t,1,high
EpascFEAih49O5Un4f2AFw,t,,,,f,f,,t,casual,none,f,t,t,t,1,high
2voFtcyopB3jJHepouMWDQ,t,t,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
nts2OALwvyvfNh9focRZ3w,t,f,f,average,t,f,f,t,casual,beer_and_wine,t,t,t,t,2,high
kiB6ByG9PYQLHmGpg5SGZw,t,,,,f,f,,t,casual,none,t,t,t,f,2,high
iPxUYvC8tgt5rBr-IZlSeg,t,t,f,quiet,f,f,f,f,casual,none,f,t,t,t,1,high
38TiseZcVyypjNzuOROOWQ,,,,,f,,,,,none,f,,t,t,,high
M6fjHpkL9IRI-nI0BattRw,t,,f,average,f,f,t,t,casual,full_bar,t,t,f,t,2,high
4Hi-45RQRl2FOkPhEgNTnA,,,,,,,,,,,,f,,,1,high
TnkxapUN4nWMz_z5h3qMYg,t,,t,average,f,f,t,t,casual,full_bar,t,t,t,t,2,high
JMZfcwARQ68n7GGsqmtdaA,t,,t,quiet,f,f,t,f,casual,none,t,t,t,t,1,high
oUpVWZv6Sa62wTkkS7V7qQ,t,,,quiet,t,t,t,t,casual,full_bar,t,t,t,t,2,high
zp713qNhx8d9KCJJnrw1xA,t,,t,average,f,f,f,f,casual,full_bar,t,t,t,f,1,high
zfY68t7nVihCwiCsCgM6cw,t,,t,average,f,t,t,t,casual,none,f,t,t,t,1,high
OllL0G9Kh_k1lx-2vrFDXQ,t,,t,average,f,f,f,t,casual,beer_and_wine,f,t,t,t,1,high
ykKSshfa9ANCZCuvM2LaWg,t,t,f,average,f,f,t,t,casual,none,f,t,t,t,1,high
bLFeZ84rAJdflY1Hu60_vw,t,,f,average,f,f,f,f,casual,none,f,t,t,t,1,high
Po46YYAw1g-tH2ReFtkoiA,t,,f,average,f,f,f,t,casual,none,t,t,t,t,2,high
PeC1ec6uyX3hlGIPORqs7w,t,,t,loud,f,f,t,t,casual,full_bar,t,t,f,t,2,high
RC68WRDA9oWDeUm9SWoMlQ,t,,,average,f,f,f,f,casual,none,f,t,t,f,1,high
uFwC7N9APy8oTjhda3p9lw,t,f,,quiet,f,t,t,f,casual,none,f,t,t,t,1,high
cmtEIXBh4OopFgRrd9tomw,t,,t,average,f,t,f,f,dressy,none,f,t,t,t,2,high
eVv6UshaBJdQSLaHMTQikw,t,,t,average,t,f,t,t,casual,none,t,t,t,t,2,high
9N7E_6xGBmVZ6IETuTg03w,t,,,average,f,f,t,f,casual,,f,t,t,t,1,high
KvBlmS1_tUbhA5zG1_B2ng,t,,t,average,f,f,t,f,casual,beer_and_wine,f,t,t,t,2,high
nbIgz_XgxAjktkjS21iCYA,,,,,,,,,,,,t,,,2,high
W9oFbcGKloLUpuALxzcQdw,t,t,,average,f,f,,t,casual,,f,t,t,t,1,high
q48Iyh3Rmg3Ixgt8iamRyQ,t,,,quiet,f,t,t,t,casual,none,t,t,t,t,1,high
V5w1ThWfQdolgzIL3rWPTg,t,,,average,f,f,t,f,casual,none,f,t,t,t,1,high
LE-1ZOsjpPh7p95H2l5Fww,t,,t,quiet,f,f,t,f,casual,none,f,t,t,t,1,high
5QqSj-bHH2b4Ao7FQO90hw,t,,t,average,f,t,f,f,casual,none,f,t,t,t,1,high
LYcw5qaBPhfrXhdDLadU4A,t,,t,average,f,t,t,t,casual,full_bar,t,t,t,t,2,high
HrTRDuWUikpCsrVSgRVKgA,t,,,,f,f,t,f,casual,beer_and_wine,f,t,t,t,2,high
gnjc6c1ToovBR4D22P34-Q,t,,t,quiet,f,f,f,f,casual,none,t,t,t,t,1,high
fr_wn6YvyO3bJ5U4utetBw,t,t,,average,f,f,f,f,casual,none,f,t,t,t,1,high
xAlbnLyQhRzO0ZHH0QGYlQ,t,,f,average,f,f,f,f,casual,none,t,t,t,t,1,high
KnLsrf4P9GkWYLNRQLUgsA,t,,,average,f,f,t,t,casual,none,f,t,t,t,1,high
rcTyyT6mKXhG9mVZBis25Q,t,,,,f,f,f,f,casual,,,t,t,t,1,high
cAdSoJelw99xvyu80ex_hg,t,,t,average,f,t,t,f,casual,none,f,t,t,t,1,high
tdlSjsWl9PYEUBhDXkIvXQ,t,,,quiet,t,f,f,f,casual,full_bar,t,t,t,t,2,high
UUssRgBCO_riWg3chbv9Zg,t,,t,average,f,t,t,t,casual,full_bar,t,t,t,t,2,high
GcStGLZRzfWqlGaxTrVX7Q,t,,t,,f,t,t,f,casual,none,f,t,t,f,1,high
OA0FMNWuCcDSQJXLJTYbbw,t,,f,quiet,t,f,t,t,casual,none,f,t,t,t,1,high
r-a-Cn9hxdEnYTtVTB5bMQ,t,,t,average,t,f,t,f,casual,full_bar,t,t,f,t,2,high
Dcs_jLOlNXd96LarVInFgg,t,t,,very_loud,f,f,f,t,casual,none,f,t,t,t,1,high
nO7dRhIBsoovZ8DV1LRa_w,t,,,,f,t,,f,casual,,f,t,t,t,1,high
-q_VodbABJygOSuv86LOtw,t,,,,t,f,,t,casual,none,t,t,t,f,1,high
FTFxgoq7-4VhulbrtKFIJw,t,,f,average,f,f,f,t,casual,none,f,f,t,t,1,high
qkhzmBKShH9QQwh16hMxQw,t,,f,average,t,f,f,f,casual,beer_and_wine,t,t,t,t,1,high
v23YpYZlCpy3fFZsOK8ShQ,t,,,average,t,f,t,f,casual,full_bar,t,t,t,t,2,high
cp39VURFby4A6u9m2It8jg,t,f,f,average,f,f,t,t,casual,full_bar,t,t,t,t,2,high
WS1z1OAR0tRl4FsjdTGUFQ,t,,f,average,t,f,t,t,casual,full_bar,t,t,f,t,2,high
VnXDGjCxZ4p3OIxvKQOvRQ,t,,t,,f,f,f,t,casual,,,t,t,t,1,high
X0BsBdPGAyo9gLPIRJ9PFw,t,,f,average,f,f,t,f,casual,none,f,t,t,t,1,high
VsrvWdZL2993olnW3z8R3A,t,f,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
OdD1GuGNQ64ssJmMJ_D9RQ,t,,t,average,f,f,f,t,casual,full_bar,f,t,t,t,2,high
9-cRrGH5WmZKQ_O6LtfSbw,t,,f,quiet,f,f,t,f,casual,full_bar,t,t,f,t,2,high
mTc8M-drs2HSG8paNUTTQg,t,t,f,average,f,f,t,f,casual,none,f,t,t,t,1,high
5ExteHEMPi6e_rinQ6RrIg,t,,f,average,f,f,f,f,casual,none,t,t,t,t,1,high
eX_f1ZzrpejCp6xJpfLmDQ,t,,t,average,f,t,t,t,casual,full_bar,t,t,t,t,1,high
F8q_9PUl-Lwjj9xIRPArcg,t,f,t,average,f,f,t,f,casual,none,f,t,t,t,1,high
9y69I1eLkcRAPMnzCxHUnQ,t,,,,f,f,,t,casual,none,f,t,t,t,1,high
e34tIpveepWkpvOuv_boqw,t,,f,average,t,f,t,t,casual,full_bar,t,t,f,f,2,high
yYbd9P1KmlPSKmQxo68n_g,t,,t,average,t,f,t,f,casual,beer_and_wine,f,t,t,t,2,high
QiBNnRkMZ5chmo_9eOzv5A,t,,,,,,,,casual,full_bar,t,t,,t,2,high
O1TYO5fjsdBrRWascbR2QQ,t,,t,average,f,f,t,t,casual,none,f,t,t,t,1,high
lBxBzvqWaiO4pa3YHh2dyQ,t,,,quiet,t,t,f,f,casual,full_bar,t,t,t,t,2,high
nMHhuYan8e3cONo3PornJA,f,,f,quiet,t,f,f,t,casual,full_bar,t,t,f,f,3,high
-vaGR2CXNS4NZrMdctSkGA,t,,f,average,f,f,t,f,casual,full_bar,t,t,t,t,1,high
fI47JKlBBwtqOgiZZb4hdQ,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
WAqACt7FfSFcJs-gqysIlQ,t,t,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
FFCkoA_L3cqYXtHtLyvxwA,t,,t,average,f,f,f,t,casual,full_bar,f,t,t,t,1,high
NTTxZVuSY0sV-YjzE0dR1A,t,,t,average,t,t,t,t,casual,full_bar,t,t,t,t,2,high
aInwSigdsLHCdBEb0uPL1Q,t,,f,quiet,f,t,f,f,casual,none,f,t,t,t,1,high
3oLy0rlzRI_xiqfQHqC4_g,t,f,t,average,f,f,f,f,casual,none,t,t,t,t,2,high
3Y4Bd9eWVMsgejx2bP3MVw,t,,t,average,t,t,t,t,casual,full_bar,t,t,t,t,2,high
BcuFT-gQj6Epl56ZAWJIdA,t,,f,quiet,f,f,t,f,casual,none,f,t,f,f,1,high
UCEAhciqe8avW1N-bWJ32g,t,,f,average,f,f,t,t,casual,full_bar,f,t,t,t,1,high
WYj43z0qmlKklhcvV75mwQ,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,high
YsB1NWGekh-4ETJW3vyyWw,t,f,,,f,f,f,t,casual,,,t,t,t,1,high
coXomDOValXzks6BwMHG1A,t,,,average,t,f,t,t,casual,full_bar,t,t,f,t,2,high
A7Soqlerr3L8mNq3YuIqAA,t,f,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
0HDkCZtCvua-Wahio1-pBw,f,,f,average,f,f,t,f,casual,none,f,f,t,t,1,high
klCQ1ytgmCgJ1KvlR5Y0_w,t,,t,average,f,f,f,t,casual,none,f,t,t,t,2,high
cInzGnaFZ3EIItvFXl1MvQ,t,,t,quiet,t,t,t,f,casual,full_bar,t,t,t,t,2,high
5WRpxAc9lvonVGfuX34hlw,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,high
UjaR5QhlqlRIGMtlC78n3g,t,,t,average,t,f,t,f,casual,full_bar,t,t,t,t,2,high
sHu1zuayEsWgIKdj7nVRfg,t,,t,average,t,t,t,t,casual,full_bar,t,t,t,t,1,high
1_43FZHx3P5D7X-CpIR9WA,t,f,t,average,f,f,t,t,casual,none,f,t,t,t,1,high
_PSo13KRX_X7FQR5mtUCug,t,,f,average,f,f,f,f,casual,none,t,t,t,t,1,high
lXEJZjvwgSM3i6-HWpPwDA,,,,,,,,,,,,f,,,1,high
XU5Fb3TosXDUJcNRWQM5cA,t,,t,average,f,f,f,t,casual,full_bar,t,t,t,t,2,high
Pg8OPh1D2ws0xO-I-8ppoA,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
wN_wAXWg8W94v04eqijy6g,t,,t,average,f,f,f,f,casual,none,f,t,t,t,1,high
dec2TzjQ1skgmugHKJyLwQ,t,t,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
qRBeZAFiId0ainBtpFSGuQ,t,,,average,f,f,t,t,casual,full_bar,t,t,t,t,2,high
1_WD7kvNQAbscw1c7CFH3A,t,,t,average,t,t,f,t,casual,none,f,t,t,t,1,high
_2DT03K8fWh82Y9tBVYMKQ,t,f,t,average,f,f,f,f,casual,none,f,t,t,f,1,high
nlFlIeziD-4nNUF2B337Yw,t,,f,quiet,t,f,f,f,casual,none,t,t,t,t,2,high
8Paw2C-StKOx7C5nSYNX1A,t,,f,average,f,,t,f,casual,none,f,t,t,t,2,high
jtzhY-P4H6WSYpv5rWhxtw,t,,f,average,f,f,t,t,casual,full_bar,t,t,f,t,2,high
hvaOgvC3F9b0G1eefGlzNQ,t,,f,average,f,f,t,t,casual,full_bar,t,t,f,t,1,high
4r9-iKOagzn5oUvPE9Bz4Q,t,f,f,quiet,t,f,f,t,casual,full_bar,t,t,f,t,2,high
8nk--14Irg9PtpQLWg4peg,t,,,average,f,t,t,f,casual,,t,t,t,t,1,high
5CWKlH0uyOUF5EZIyewMXg,,,,,,,,,,,,,,,,high
pvMeUi5Lw2O5vIXg9_EvDg,t,,t,average,f,f,f,f,casual,none,f,t,t,t,1,high
jVlbfVJB_oGcFf8Yq55-QA,,,,,f,f,,,casual,beer_and_wine,f,t,t,,2,high
tfVKzEDu8XYyP8KO1dsNvQ,t,f,f,average,f,f,f,t,casual,beer_and_wine,f,t,t,t,1,high
YD0oiqWZyAi-lMw3TQ2TqA,t,,,,f,f,t,t,casual,none,f,t,t,t,1,high
Cse5FvYuACIxljwaac2SZg,t,,f,average,t,f,t,t,casual,beer_and_wine,t,t,f,t,2,high
CuLdSn4wFwog-z2OMSwBCQ,f,,,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
93hdmjYc8IXsf69VrkRHog,t,,t,average,t,t,t,f,casual,none,f,t,t,t,1,high
B44BU83xIGbjT-25hXvPWw,t,,t,average,f,f,f,f,casual,none,f,t,t,t,1,high
Xq1FtLSV54Spf-HfONc1aA,t,,f,quiet,f,f,f,f,casual,none,f,t,t,t,1,high
gvSB2TlcxAOs_ppZ44iirg,t,,t,quiet,f,t,t,t,casual,none,f,t,t,f,2,high
fP-BPL6iRu2tbcvlnjRshw,t,,f,loud,f,f,t,t,casual,full_bar,t,t,f,t,2,high
OTq55xUFMOz13DAi9D0_rw,t,,t,average,t,t,t,t,casual,beer_and_wine,t,t,t,t,2,high
ytpmoIty7loFB8kRYRtJHw,t,,t,average,f,t,t,t,casual,none,f,t,t,t,2,high
Fb5ZL4VkO2Yfx-bNJexAkg,t,,t,loud,f,f,t,t,casual,full_bar,t,t,t,t,2,high
JIDomCi5MbWGcKPtknFZvg,t,,t,average,f,t,t,t,casual,none,f,t,t,f,1,high
QkyN2vqQidQhotvOtPIrkw,t,,f,average,f,f,t,t,casual,full_bar,t,t,t,t,2,high
kGEW4XXJQ2FS94gZv_N7VA,t,,f,average,f,t,f,f,casual,beer_and_wine,t,t,t,t,2,high
Lfm0zMACRFYpUZR_xGMYAQ,t,,f,quiet,f,f,f,t,casual,none,f,t,t,t,1,high
qw93CjlAZ6a4ff11Z-hF3Q,t,,f,loud,f,f,t,t,casual,full_bar,t,t,f,t,2,high
jz4IgrlqlbKv2ttcVwHZ2A,t,,f,quiet,f,,t,f,casual,beer_and_wine,t,t,t,t,2,high
BNyQIWqrxroxH-kWIXwn7g,t,,t,average,t,f,t,t,dressy,full_bar,t,t,f,t,2,high
nU97FczCPxm_wIp2pgtYfw,t,,t,quiet,t,f,t,f,casual,none,t,t,t,t,2,high
FBLVOwO9Ks4t2U0e0mF7HA,t,,,,f,f,,t,,none,f,t,t,t,1,high
ZEdaJ8mcMpPiFWgDuSPqeA,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,high
7aS0iFpab3XHFQrRGMOKXw,t,,t,average,f,f,t,t,casual,full_bar,t,t,t,t,2,high
0dORc6ckZw5HezR3BuSsqw,t,,t,average,f,f,f,t,casual,beer_and_wine,f,t,t,t,2,high
tWVuAPWXvW2g8ce0WWepXA,t,,t,average,f,f,t,t,casual,none,f,t,t,t,1,high
yh01KxH3_IVI3zn3MV3N2A,t,,f,average,f,f,t,f,casual,none,f,t,t,t,1,high
FALYFv-KuziGr3D52qmeHg,t,,f,average,f,f,f,t,casual,none,f,t,t,t,1,high
0ylC0tsPUY3yaoXRaCDL3Q,t,,t,average,f,f,f,t,casual,none,f,t,t,t,1,high
wccFOUVaqeNBRaY27wOCyg,t,,,quiet,t,f,t,f,casual,full_bar,t,t,t,t,2,high
u-VxYYupPzLHJph6XNUe2A,t,,t,average,f,f,t,f,casual,none,t,t,t,t,1,high
xshv3T8LCYotLFb2uuxIUA,t,,,quiet,f,f,f,t,casual,none,f,t,f,t,1,high
DNLzXOSMH4SpdTnzMe_izA,t,,t,average,f,f,t,f,casual,beer_and_wine,t,t,t,t,2,high
wNsmt1hF1uv3YvbwXZMAoQ,t,,f,average,f,f,t,t,casual,full_bar,t,t,t,t,2,high
R3sbDS0YcJDedSmUjwE48Q,t,,t,average,t,f,t,t,casual,full_bar,t,t,t,t,2,high
nRzZac3LVgANpKPkDs4LSQ,t,f,t,average,f,f,t,t,casual,none,f,t,t,t,1,high
lQSMn_SAIy5aBEKkqRtVYw,t,,,average,f,f,t,t,casual,full_bar,f,t,t,t,1,high
aCQ5J6y246BULC7COBRATg,t,,t,average,f,t,f,t,casual,none,f,t,t,t,1,high
-dy88UgxJPIAkgVPkoNU-w,t,,,quiet,t,,t,f,casual,none,,t,,f,2,high
w7SrsFV4FL04bhQr-B6-4w,t,t,t,average,f,f,f,f,casual,none,f,t,t,t,1,high
